id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
753,PO-202505-000753,17,59,719687.31,261,Assimilated fault-tolerant adapter,2025-05-18,2025-08-01,confirmed
754,PO-202506-000754,17,59,1236211.62,343,Customer-focused national policy,2025-06-23,2025-08-10,confirmed
755,PO-202505-000755,17,59,1038872.41,571,Re-contextualized foreground workforce,2025-05-16,2025-07-02,confirmed
756,PO-202507-000756,17,59,288569.25,125,Stand-alone contextually-based challenge,2025-07-27,2025-09-24,delivered
757,PO-202512-000757,17,59,683305.63,590,Managed 4thgeneration forecast,2025-12-25,2026-03-18,confirmed
758,PO-202505-000758,17,59,2403121.52,292,Visionary real-time Graphic Interface,2025-05-02,2025-07-01,confirmed
759,PO-202505-000759,17,59,1728386.0,500,Down-sized modular moderator,2025-05-23,2025-08-03,confirmed
760,PO-202503-000760,17,59,1084631.37,294,Expanded grid-enabled encryption,2025-03-11,2025-05-24,confirmed
761,PO-202509-000761,17,59,2158254.15,656,Grass-roots zero administration knowledgebase,2025-09-08,2025-11-05,confirmed
762,PO-202512-000762,18,59,1105335.09,415,Customer-focused executive architecture,2025-12-24,2026-01-17,confirmed
763,PO-202512-000763,18,59,417293.15,234,Self-enabling encompassing strategy,2025-12-24,2026-02-17,confirmed
764,PO-202505-000764,18,59,1167526.25,728,Down-sized needs-based structure,2025-05-23,2025-07-11,delivered
765,PO-202505-000765,18,59,1154739.32,278,Polarized hybrid open architecture,2025-05-04,2025-07-14,confirmed
766,PO-202509-000766,18,59,1312499.66,534,Seamless optimizing Graphic Interface,2025-09-20,2025-12-01,confirmed
767,PO-202504-000767,18,59,425419.61,875,Versatile actuating success,2025-04-30,2025-05-17,confirmed
768,PO-202601-000768,18,59,1281753.05,678,Expanded clear-thinking software,2026-01-13,2026-03-01,confirmed
769,PO-202511-000769,18,59,491507.63,407,Grass-roots multi-state extranet,2025-11-29,2025-12-27,confirmed
770,PO-202507-000770,18,59,267239.85,900,Operative 24hour solution,2025-07-25,2025-10-08,delivered
771,PO-202505-000771,18,59,252011.06,790,Open-source didactic neural-net,2025-05-20,2025-07-24,delivered
772,PO-202504-000772,18,59,1338628.55,86,Phased uniform algorithm,2025-04-15,2025-05-13,confirmed
773,PO-202510-000773,18,59,1114184.89,87,Diverse grid-enabled data-warehouse,2025-10-26,2025-12-29,confirmed
774,PO-202505-000774,18,85,1562079.32,291,Grass-roots national architecture,2025-05-12,2025-07-22,confirmed
775,PO-202506-000775,18,85,1056127.11,859,Phased optimal capacity,2025-06-19,2025-07-25,confirmed
776,PO-202601-000776,18,85,637306.49,366,Synergized encompassing structure,2026-01-12,2026-03-09,confirmed
777,PO-202509-000777,18,85,2519772.42,892,Distributed optimal customer loyalty,2025-09-26,2025-12-19,confirmed
778,PO-202507-000778,18,85,2874236.17,139,Total intangible middleware,2025-07-19,2025-10-11,confirmed
779,PO-202508-000779,18,42,624747.17,647,Monitored bottom-line implementation,2025-08-09,2025-11-04,confirmed
780,PO-202512-000780,18,42,559403.15,655,Face-to-face multi-state flexibility,2025-12-27,2026-03-20,confirmed
781,PO-202504-000781,18,42,899206.63,494,Profit-focused heuristic project,2025-04-03,2025-06-26,confirmed
782,PO-202512-000782,18,42,807336.03,453,Front-line zero-defect middleware,2025-12-19,2026-02-11,confirmed
783,PO-202506-000783,18,42,461325.92,160,Down-sized bi-directional extranet,2025-06-19,2025-08-11,confirmed
784,PO-202509-000784,18,42,98030.91,835,Switchable bi-directional support,2025-09-15,2025-10-17,confirmed
785,PO-202601-000785,18,42,350743.48,548,Streamlined multimedia process improvement,2026-01-14,2026-01-30,confirmed
786,PO-202601-000786,18,42,932735.65,489,Progressive modular adapter,2026-01-04,2026-02-26,confirmed
787,PO-202509-000787,18,42,773098.06,818,Expanded object-oriented standardization,2025-09-26,2025-11-17,delivered
788,PO-202505-000788,18,42,301776.4,8,Up-sized holistic interface,2025-05-23,2025-08-16,confirmed
789,PO-202503-000789,18,42,264183.4,904,Business-focused maximized utilization,2025-03-09,2025-06-03,confirmed
790,PO-202511-000790,19,81,529938.04,733,Down-sized coherent encryption,2025-11-10,2026-01-13,confirmed
791,PO-202508-000791,19,81,486921.9,82,Function-based next generation policy,2025-08-16,2025-10-24,confirmed
792,PO-202504-000792,19,81,921458.92,820,Multi-tiered 6thgeneration intranet,2025-04-20,2025-06-08,confirmed
793,PO-202510-000793,19,81,1115002.77,545,Compatible 5thgeneration frame,2025-10-02,2025-11-20,confirmed
794,PO-202512-000794,19,81,439078.99,71,Exclusive transitional info-mediaries,2025-12-27,2026-02-03,confirmed
795,PO-202504-000795,19,81,588214.18,653,Organic client-driven productivity,2025-04-19,2025-07-01,delivered
796,PO-202510-000796,19,81,827741.28,718,Streamlined grid-enabled Graphical User Interface,2025-10-14,2025-12-30,confirmed
797,PO-202506-000797,19,81,633791.5,156,Compatible analyzing toolset,2025-06-04,2025-06-25,delivered
798,PO-202506-000798,19,82,610730.48,105,Polarized maximized secured line,2025-06-18,2025-08-08,confirmed
799,PO-202509-000799,19,82,485523.72,449,Triple-buffered uniform artificial intelligence,2025-09-12,2025-09-28,confirmed
800,PO-202508-000800,20,61,217504.71,506,Streamlined neutral budgetary management,2025-08-21,2025-10-02,confirmed
801,PO-202511-000801,20,61,441460.35,805,Up-sized directional algorithm,2025-11-07,2026-01-24,confirmed
802,PO-202508-000802,20,61,477552.43,811,Team-oriented value-added customer loyalty,2025-08-27,2025-09-15,confirmed
803,PO-202504-000803,20,88,2651035.35,975,Configurable tangible encoding,2025-04-25,2025-05-28,confirmed
804,PO-202505-000804,20,88,1048616.89,402,Advanced reciprocal implementation,2025-05-19,2025-06-12,delivered
805,PO-202507-000805,20,88,1614123.76,197,Enterprise-wide bottom-line circuit,2025-07-29,2025-09-14,confirmed
806,PO-202508-000806,20,67,272059.27,998,Realigned motivating secured line,2025-08-12,2025-09-27,confirmed
807,PO-202503-000807,20,67,1940147.15,454,Extended 3rdgeneration archive,2025-03-26,2025-05-11,confirmed
808,PO-202506-000808,20,67,682290.96,753,Optimized high-level parallelism,2025-06-09,2025-07-06,delivered
809,PO-202504-000809,20,67,1708787.18,214,Versatile user-facing circuit,2025-04-25,2025-07-09,confirmed
810,PO-202508-000810,20,67,1742725.57,320,Ergonomic regional hierarchy,2025-08-10,2025-10-05,confirmed
811,PO-202510-000811,20,67,1627772.66,44,Digitized actuating moratorium,2025-10-29,2026-01-22,delivered
812,PO-202512-000812,20,67,512893.26,493,Up-sized 5thgeneration time-frame,2025-12-21,2026-02-12,confirmed
813,PO-202504-000813,20,67,1036852.4,54,Virtual dynamic frame,2025-04-14,2025-05-26,confirmed
814,PO-202506-000814,20,67,763178.67,445,Visionary 4thgeneration approach,2025-06-28,2025-08-23,confirmed
815,PO-202503-000815,20,67,612323.82,283,Right-sized responsive strategy,2025-03-27,2025-06-24,confirmed
816,PO-202509-000816,20,67,1114652.19,249,Right-sized 24hour concept,2025-09-29,2025-10-15,confirmed
817,PO-202503-000817,20,67,1522034.87,708,Diverse leadingedge software,2025-03-10,2025-05-24,delivered
818,PO-202510-000818,20,67,585127.23,790,Optional grid-enabled matrix,2025-10-08,2025-11-03,confirmed
819,PO-202505-000819,20,67,591078.52,94,Intuitive zero administration time-frame,2025-05-13,2025-07-10,confirmed
820,PO-202506-000820,20,67,375757.41,661,Right-sized content-based access,2025-06-19,2025-07-23,delivered
821,PO-202509-000821,20,52,490865.43,500,Persevering dedicated flexibility,2025-09-27,2025-11-10,confirmed
822,PO-202505-000822,20,52,2454940.39,808,Integrated intermediate Internet solution,2025-05-22,2025-07-20,confirmed
823,PO-202511-000823,20,52,1896715.8,22,Enterprise-wide mission-critical leverage,2025-11-24,2026-01-26,confirmed
824,PO-202508-000824,20,52,1876969.84,257,Mandatory foreground pricing structure,2025-08-08,2025-08-28,confirmed
825,PO-202505-000825,20,52,1837042.48,573,Multi-layered bandwidth-monitored concept,2025-05-05,2025-06-26,delivered
826,PO-202505-000826,20,52,1815502.62,195,Managed tangible application,2025-05-02,2025-07-28,confirmed
827,PO-202506-000827,20,52,1470851.54,332,Focused stable flexibility,2025-06-20,2025-09-02,confirmed
828,PO-202510-000828,20,52,2198808.77,614,Expanded mission-critical encoding,2025-10-06,2025-12-30,confirmed
829,PO-202504-000829,20,52,404341.5,159,Organized client-server neural-net,2025-04-09,2025-06-20,confirmed
830,PO-202512-000830,20,52,2090430.45,555,Synergized composite initiative,2025-12-10,2026-02-09,confirmed
831,PO-202510-000831,20,52,251227.67,654,Cloned hybrid matrix,2025-10-25,2026-01-12,confirmed
832,PO-202510-000832,20,52,1897769.2,905,Grass-roots zero-defect project,2025-10-27,2025-11-13,delivered
833,PO-202510-000833,20,52,2174473.49,795,Proactive 24hour encryption,2025-10-12,2025-11-26,confirmed
834,PO-202502-000834,20,52,1869341.65,675,Down-sized web-enabled website,2025-02-25,2025-05-19,confirmed
835,PO-202511-000835,21,55,387742.76,510,Cloned holistic architecture,2025-11-26,2026-02-19,confirmed
836,PO-202503-000836,21,55,442053.7,331,Inverse full-range service-desk,2025-03-16,2025-05-22,confirmed
837,PO-202506-000837,21,55,135259.42,536,Synchronized 5thgeneration open architecture,2025-06-27,2025-07-20,confirmed
838,PO-202512-000838,21,55,577666.49,133,Exclusive clear-thinking software,2025-12-18,2026-01-24,confirmed
839,PO-202511-000839,21,55,191185.24,498,Persevering national open system,2025-11-14,2025-12-23,confirmed
840,PO-202507-000840,22,48,3045698.98,857,Balanced maximized time-frame,2025-07-05,2025-09-07,confirmed
841,PO-202509-000841,22,48,2843920.75,719,Pre-emptive background data-warehouse,2025-09-01,2025-11-30,confirmed
842,PO-202505-000842,22,64,889017.67,621,Inverse fault-tolerant algorithm,2025-05-15,2025-06-08,confirmed
843,PO-202509-000843,22,64,1938892.97,214,Total methodical standardization,2025-09-02,2025-11-18,confirmed
844,PO-202506-000844,23,81,1166197.58,63,Monitored bottom-line structure,2025-06-13,2025-08-13,delivered
845,PO-202511-000845,23,81,1092627.08,912,Stand-alone bottom-line synergy,2025-11-21,2026-01-28,confirmed
846,PO-202511-000846,23,81,1157541.38,60,Grass-roots secondary solution,2025-11-30,2026-01-18,delivered
847,PO-202504-000847,23,81,194036.94,73,Balanced 4thgeneration adapter,2025-04-09,2025-06-01,confirmed
848,PO-202512-000848,23,81,1349775.11,984,Profit-focused 5thgeneration installation,2025-12-17,2026-03-08,confirmed
849,PO-202503-000849,23,81,271480.72,237,Vision-oriented hybrid knowledge user,2025-03-13,2025-06-04,confirmed
850,PO-202508-000850,23,81,384293.22,539,Organized system-worthy function,2025-08-31,2025-10-16,delivered
851,PO-202510-000851,23,81,941564.33,184,User-centric static software,2025-10-19,2026-01-13,delivered
852,PO-202508-000852,23,81,672891.0,109,Multi-channeled local attitude,2025-08-01,2025-10-28,confirmed
853,PO-202503-000853,23,70,118319.53,682,Enhanced eco-centric help-desk,2025-03-20,2025-05-28,confirmed
854,PO-202508-000854,23,70,57707.24,185,Advanced bifurcated frame,2025-08-21,2025-11-14,confirmed
855,PO-202508-000855,23,70,127865.16,674,Fully-configurable bottom-line customer loyalty,2025-08-12,2025-09-16,delivered
856,PO-202503-000856,23,70,230385.22,454,Reduced incremental firmware,2025-03-02,2025-05-01,confirmed
857,PO-202505-000857,23,70,137289.62,333,Ameliorated 3rdgeneration moratorium,2025-05-28,2025-07-29,confirmed
858,PO-202507-000858,23,70,181745.85,441,Virtual bandwidth-monitored challenge,2025-07-30,2025-09-24,delivered
859,PO-202511-000859,23,70,73054.54,559,Networked bandwidth-monitored functionalities,2025-11-28,2026-01-09,confirmed
860,PO-202506-000860,23,70,182062.26,949,Organic attitude-oriented middleware,2025-06-04,2025-07-21,confirmed
861,PO-202506-000861,23,70,222747.87,459,Universal responsive time-frame,2025-06-21,2025-08-25,confirmed
862,PO-202508-000862,23,70,173882.32,292,Persevering empowering forecast,2025-08-25,2025-09-11,delivered
863,PO-202512-000863,23,70,51120.17,912,User-friendly multi-state groupware,2025-12-19,2026-02-10,confirmed
864,PO-202510-000864,23,70,85432.22,228,Up-sized 24hour intranet,2025-10-31,2025-12-12,confirmed
865,PO-202512-000865,24,47,2848566.71,966,Vision-oriented logistical access,2025-12-29,2026-02-17,delivered
866,PO-202509-000866,24,47,2008644.56,585,Grass-roots contextually-based time-frame,2025-09-06,2025-12-03,confirmed
867,PO-202506-000867,24,75,756013.03,365,Proactive homogeneous approach,2025-06-03,2025-07-07,confirmed
868,PO-202512-000868,24,75,1910251.32,911,Synchronized didactic implementation,2025-12-03,2026-03-02,confirmed
869,PO-202511-000869,24,75,1747749.98,831,Seamless optimizing flexibility,2025-11-12,2026-01-04,confirmed
870,PO-202505-000870,24,49,645863.82,940,Expanded tertiary Local Area Network,2025-05-10,2025-06-21,confirmed
871,PO-202505-000871,24,49,1055171.76,812,Automated contextually-based application,2025-05-24,2025-08-08,confirmed
872,PO-202503-000872,24,49,757713.08,921,Managed system-worthy encryption,2025-03-26,2025-06-22,confirmed
873,PO-202507-000873,24,49,892919.52,308,Up-sized regional functionalities,2025-07-06,2025-07-25,delivered
874,PO-202601-000874,24,49,622790.46,799,Horizontal multi-state productivity,2026-01-02,2026-01-24,confirmed
875,PO-202508-000875,24,49,580295.06,837,Persistent composite customer loyalty,2025-08-07,2025-10-16,confirmed
876,PO-202509-000876,24,49,1316427.11,124,Adaptive mobile focus group,2025-09-06,2025-10-20,delivered
877,PO-202507-000877,24,49,1314413.43,650,Public-key foreground groupware,2025-07-04,2025-09-05,confirmed
878,PO-202507-000878,24,49,525751.21,43,Integrated coherent Graphical User Interface,2025-07-23,2025-09-16,delivered
879,PO-202510-000879,24,49,854592.77,335,Reverse-engineered directional software,2025-10-15,2026-01-02,confirmed
880,PO-202601-000880,24,49,334124.54,690,Down-sized heuristic productivity,2026-01-21,2026-03-27,confirmed
881,PO-202504-000881,25,64,1009461.39,517,De-engineered leadingedge hardware,2025-04-24,2025-05-20,confirmed
882,PO-202509-000882,25,64,776198.17,806,Robust scalable model,2025-09-23,2025-11-27,confirmed
883,PO-202510-000883,25,64,347758.5,85,Proactive client-driven knowledge user,2025-10-10,2025-12-24,delivered
884,PO-202509-000884,25,64,1224123.65,562,Cross-group upward-trending access,2025-09-05,2025-11-10,confirmed
885,PO-202601-000885,25,64,280422.24,514,Grass-roots 3rdgeneration paradigm,2026-01-21,2026-04-01,confirmed
886,PO-202511-000886,25,64,1248019.17,493,Adaptive zero tolerance process improvement,2025-11-20,2026-02-14,confirmed
887,PO-202601-000887,25,64,856134.59,668,Synergized multi-state model,2026-01-05,2026-04-03,confirmed
888,PO-202509-000888,25,64,960914.47,754,Realigned bifurcated pricing structure,2025-09-25,2025-12-16,confirmed
889,PO-202505-000889,25,64,505166.0,273,Robust foreground software,2025-05-08,2025-07-17,confirmed
890,PO-202512-000890,25,64,1137538.46,590,Function-based content-based database,2025-12-02,2025-12-28,confirmed
891,PO-202506-000891,25,64,1118970.74,434,Robust intermediate encryption,2025-06-03,2025-08-03,confirmed
892,PO-202504-000892,25,64,431089.98,353,Progressive background task-force,2025-04-27,2025-05-15,confirmed
893,PO-202506-000893,25,64,400738.71,359,Versatile real-time time-frame,2025-06-20,2025-08-30,delivered
894,PO-202502-000894,25,64,367239.58,46,Organized disintermediate attitude,2025-02-27,2025-04-12,confirmed
895,PO-202508-000895,25,47,601101.44,776,Balanced fresh-thinking alliance,2025-08-28,2025-09-22,confirmed
896,PO-202511-000896,25,47,1054483.38,249,Quality-focused next generation customer loyalty,2025-11-27,2025-12-30,confirmed
897,PO-202507-000897,25,47,154751.94,711,Focused composite software,2025-07-22,2025-08-20,confirmed
898,PO-202512-000898,25,47,695606.34,24,Digitized client-driven intranet,2025-12-07,2026-02-02,confirmed
899,PO-202511-000899,25,47,1055018.07,217,Managed foreground open architecture,2025-11-07,2025-12-18,delivered
900,PO-202509-000900,25,47,786347.36,265,Optimized content-based project,2025-09-27,2025-12-21,confirmed
901,PO-202509-000901,25,47,910025.69,145,Face-to-face logistical open architecture,2025-09-18,2025-10-05,confirmed
902,PO-202509-000902,25,47,860397.42,680,Optimized discrete moratorium,2025-09-04,2025-11-25,confirmed
903,PO-202504-000903,25,47,454381.79,62,Open-architected client-driven concept,2025-04-03,2025-05-24,confirmed
904,PO-202512-000904,25,47,1115973.99,633,Optional mission-critical benchmark,2025-12-08,2026-01-26,confirmed
905,PO-202505-000905,25,47,714074.83,968,User-friendly well-modulated approach,2025-05-13,2025-05-29,confirmed
906,PO-202507-000906,25,47,619477.1,278,Assimilated local circuit,2025-07-13,2025-09-12,confirmed
907,PO-202506-000907,26,44,2155720.66,905,Open-source zero-defect open system,2025-06-12,2025-08-15,confirmed
908,PO-202512-000908,26,44,5826673.03,521,Phased 4thgeneration infrastructure,2025-12-14,2026-01-10,confirmed
909,PO-202601-000909,26,62,3262503.71,545,Streamlined exuding infrastructure,2026-01-01,2026-01-27,confirmed
910,PO-202601-000910,26,62,1034204.1,990,Open-architected directional parallelism,2026-01-11,2026-03-25,delivered
911,PO-202511-000911,26,62,3461270.59,23,Implemented even-keeled methodology,2025-11-08,2025-11-28,confirmed
912,PO-202510-000912,26,62,3447659.0,313,Inverse intermediate access,2025-10-09,2025-12-05,confirmed
913,PO-202512-000913,26,62,1683194.55,161,Cloned systemic knowledgebase,2025-12-06,2025-12-23,confirmed
